yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CECA5	Entry
14670	P36916
14670	Q52KE3
79716	Q8NDH3
5988	O75677
844080	O81153
844081	A0A178WMH1
844081	Q9CAR0
199990	A0A024R0B3
199990	Q6NZ36
199990	Q6ZRT9
199990	Q7Z4P6
56878	E9PZ21
56878	Q3TTX8
56878	Q3UKR8
56878	Q91W59
432095	Q6IR51
33421	Q9VQB4
33423	Q9VQB6
33424	M9PBV8
33424	Q9VQB7
18424	Q8R0B5
18424	Q8VD35
33426	M9PB11
33426	M9PE61
33426	Q9VQB9
108907	Q9ERH4
269593	Q8R4U7
17472	A4UUI3
17472	B9EJ74
71617	Q6PD19
855097	Q04779
855096	Q04773
855095	Q04772
855094	Q02486
855093	Q04767
855092	P54785
855091	Q04751
855090	Q04749
380559	Q7SY79
855099	Q04264
17475	B2RQR2
17475	Q3TUR5
17475	Q8VBX6
853802	P35725
853803	P33749
853800	P35723
853801	P35724
853806	P35728
853807	P32774
853804	P35727
853805	P14540
853808	P35729
853809	P35691
100499220	C6TNP3
171337	Q62636
78038	B2RUK5
78038	Q3ULD5
78038	Q6PD20
37218	A8DYJ0
37218	A8DYJ1
37218	Q8SYD9
37218	Q8T389
37216	A0A0B4KG87
37216	Q6NQZ7
37217	A1ZBJ2
37214	H0RN81
37214	P48375
37215	Q7K159
653857	Q9C0K3
822074	Q3EB08
822072	Q9LRY5
3885764	C6KTA7
229615	O54714
822079	Q9LRY0
822078	Q8LBL5
39368	M9PC91
39368	M9PF75
39368	M9PFC6
39368	M9PI28
39368	Q9VTS6
39368	Q9VTS8
39368	Q9VTS9
39369	Q9VTS7
34902	Q9VJP5
91252	Q96H72
39360	M9PF73
39360	Q9VTR8
288753	Q5RK17
39364	Q8MR62
39365	Q9VTS3
39366	E1JHY7
39366	Q8I0I5
39366	Q9VTS4
39366	X2JCC3
180949	Q21480
44160	A4V4T4
44160	E6PBX0
44160	E8NH77
44160	F2FB48
44160	Q24246
44160	X2JLF7
180947	P55956
189849	Q9XXE5
68251	Q3UI43
182892	Q18157
7922538	F4IMB6
7922538	F4IMB7
189846	Q9N3X4
189844	Q9N3X7
68259	Q8K057
80221	B4DTB9
80221	E9PF16
80221	Q96CM8
177345	Q22592
184389	Q9BLC2
183767	Q18819
856544	P0CX27
856544	P0CX28
856545	P38843
856546	P38844
856547	P40422
856540	P38841
856541	P13130
856543	P38842
4354	B4E325
4354	Q00013
4355	A0A0A0MRU0
4355	A0A0C4DH75
4355	B4DRL7
4355	B4DZ84
4355	D3DX48
4355	D3DX49
4355	Q14168
4356	D3DX46
4356	Q13368
4357	A0A140VJX3
4357	P25325
4350	P29372
4350	Q1W6H1
4351	B4DW50
4351	F5GX71
4351	H3BPB8
4351	H3BPP3
4351	P34949
4351	Q8NHZ6
4352	P40238
4353	P05164
66826	H3BK99
66826	I7HJS2
66826	Q810E8
66826	Q91WF0
38145	Q8IRH7
38145	Q9W0H8
234219	Q7TS99
234214	A0A0R4J1W0
234214	A0A0S3CWK3
234214	A0A1L7NR37
234214	B2RXQ9
234214	B7ZWM6
234214	B9EKP8
234214	D3Z080
234214	Q3UTJ2
837544	A0A097NUS5
837544	Q94A87
9496	P57082
23708	Q8IYD1
172513	P90789
852049	Q04087
852048	Q04083
172515	P90786
177591	H2KZD5
177591	Q27GU1
852044	Q04080
172518	C6KRL4
172518	P90794
172518	S6FN32
172518	S6FWQ6
852046	P33329
852041	P32898
852042	Q01560
23704	A5H1P5
23704	Q8WWG9
300955	B2RZ33
287436	Q6P3V8
66824	Q54AA2
66824	Q9EPB4
838249	A0A178WMW7
838249	Q9FWR2
838243	A0A1P8AWU9
838243	A0A1P8AWY1
838243	Q8W4D6
91526	B7Z6Z7
91526	Q8N8A2
838247	A0A1P8AW87
838247	F4I4J4
91522	Q86Y22
91523	A0A024R115
91523	Q96HM7
180236	Q9U1R5
6424	Q6FHJ7
180235	Q95ZI9
180233	Q9U1R1
839111	A0A178WMG0
839111	B9DG55
839111	B9DGT3
839111	F4ICE8
839112	A0A178WGA3
839112	F4ICF2
839112	Q9FRH7
839115	Q9FRI0
839116	Q9FRI1
839117	A4D998
810854	Q8II67
185036	Q22970
544963	Q3UQ44
837804	F4IDS7
181722	Q1XFY2
181722	Q9TZM9
181721	A0A1N7SYT5
181721	A0A1N7SYW5
181721	H8W3X6
181721	Q17744
181727	Q95ZQ4
90525	B3KTY1
90525	B4DWP8
90525	B4E1A9
90525	H0YLM1
813662	C0H5C8
813661	C0H5C6
819127	A0A178VSP4
819127	A0A1P8AX82
819127	O22152
819127	Q0V811
374193	F1NH87
374193	P00356
3772349	A0A023GQ84
3772349	Q8IQW4
3772349	X2JL95
817965	F4IGU7
817965	O22957
20168	Q9ES97
819903	A0A178V7F9
819903	A0A1I9LQ43
819903	Q9SFU6
817966	O22958
819904	A0A178VJA7
819904	A0A1I9LTS5
819904	Q9SFU7
819909	A0A178VFM9
819909	Q9SFV1
43944	Q9U1H9
269614	Q80YV4
43946	M9MRU0
43946	Q8IP51
43946	R9PY40
43943	Q9W1E8
102724023	A0A096LNH5
102724023	A0A0B4J2D5
102724023	A0A0B4J2H4
102724023	P30042
853398	P47048
853399	P47049
27013	A0A024R432
27013	Q9BV87
398652	Q7SZA8
853392	P47045
853393	P40335
853390	P47043
853391	P47044
853396	P47046
853397	P47047
853394	Q3E837
853395	P00360
75725	G5E8S0
75725	Q9D4H9
836292	A0A1P8BGL2
836292	A0A1P8BGL8
836292	Q9FLT8
2539982	Q9Y7Z3
284184	A1L188
441024	A0A024RDE0
441024	Q9H903
42015	O16158
326179	Q9VQQ4
855778	P32378
855779	P32377
177046	Q8T870
177046	Q9NGT3
177046	U4PC21
177045	Q95XG7
855772	P53732
855773	P53733
855770	Q3E841
177048	Q9GSX9
177048	U4PF95
177048	U4PS45
855776	P53736
855774	P53734
855775	P53735
853025	P49090
853026	P53273
853027	P53274
853020	P53272
853023	P53043
404220	B3KW47
404220	B4DXB2
404220	Q7Z4U5
39392	C9QP21
39392	P08171
853028	P53275
853029	P53276
733351	Q0D265
100101273	Q66KV6
173748	I1W6S5
173748	Q22354
173748	S6EZU2
173749	Q22355
813084	Q8I3J6
813085	Q8I3J5
813082	Q8I3J8
813083	Q8I3J7
813080	Q8I3K0
813081	Q8I3J9
173740	P34683
81606	Q53QV2
173744	O76577
173747	Q21944
6241216	B3H6J5
83758	P82980
828144	Q9M126
836351	A0A178V9U8
836351	P49200
836350	A0A178UE38
836350	Q9LVA7
836357	Q9LVA3
836356	A0A178UCF3
836356	Q9LVA4
820082	A0A178VCN3
820082	Q9SR37
85492	Q9JHW0
495318	Q5U5A5
836359	A0A178UFI9
836359	Q9LVA1
820088	A0A178VGE0
820088	Q93VV0
57808	O55142
57808	Q6ZWX1
811171	Q8I5T3
835918	A0A178UM80
835918	F4KDI1
835918	Q9ZRD6
83888	Q9BYJ0
835915	A0A178UEK1
835915	Q9FGU1
835916	A0A1P8BFZ5
835916	F4KDH9
835917	Q9FGT9
100008997	G1T2Z5
78658	K4DI67
78658	Q3UTU7
78658	Q6ZQK0
78658	Q80W41
281296	P29172
447212	A0A1L8HV62
447212	Q68FK7
17836	P28665
149069	A2VCK2
83873	G4XH66
83873	Q9BZJ8
184809	Q19704
45249	A0A0B4LFL3
45249	O96827
184803	Q45EK2
45247	Q9VFE3
44118	Q9VTY6
827368	A0A178V5S8
827368	O04834
827369	A0A1P8B5F2
827369	A0A1P8B5G5
827369	Q5HZ31
827364	A0A178V246
827364	Q9ZRZ8
44111	M9MS26
44111	M9MSN2
44111	Q95UN8
44110	Q8SY19
44110	Q8SY70
44117	B5RIV0
44117	Q9V3S9
44115	M9PCE9
44115	Q86BI2
44115	Q9U4U5
827363	A0A1P8B932
827363	A0A1P8B939
827363	F4JMI7
854555	P32336
854554	Q08887
854557	P07262
854556	P46367
854551	P48589
854550	P48581
854553	Q08886
854552	P32864
854559	P40353
830989	Q9LFN7
3885719	C6KSY3
41091	Q9VHH8
41090	A0A0B4KFJ7
41090	Q9VHH9
830923	A0A1P8BAB6
830923	F4KI75
830923	Q9LXB0
839805	A0A178WNM7
839805	Q8RWJ5
41095	A4V2K7
41095	P22058
41094	A0A0B4K612
41094	A0A0B4KFF0
41094	A0A0B4KFX7
41094	P25822
41097	A0A0B4KGJ8
41097	Q9VHH1
813746	Q8IDU9
138428	C9J7Z1
138428	Q86Y79
138429	Q5T9C9
839809	F4I1G1
838143	Q8H1Q4
70208	E9QNV2
70208	F8WJB0
70208	Q80YQ2
388552	Q6QNY0
830920	A0A178UQD6
830920	Q9LXA7
18984	P37040
2541638	Q09693
18983	Q3TLK9
18983	Q543X5
18983	Q60809
2541632	Q9UT92
2541633	P40381
2541630	Q9UTP9
779325	Q0IH16
2541636	Q10176
2541637	P87052
837400	A0A178WP48
837400	Q9M4B5
178777	A0A131MCL1
178777	A0A131MDC6
178777	Q86NC1
178777	Q9N5U1
837402	F4HXQ7
837403	A0A178WD25
837403	Q3E6Y6
837403	Q8GYP5
5498	B4DY76
5498	P50336
5499	A0A140VJS9
5499	P62136
5494	A0A024R6A5
5494	B2R8E4
5494	P35813
5495	O75688
5496	O15355
5496	Q6IAU5
14201	Q9R059
5493	O60437
175355	H2L0A3
175355	O61208
175355	Q8ITY3
175359	Q9UA63
246176	Q8NHY3
246177	Q5SUA5
246175	B4E0K8
246175	Q96LI5
36606	Q27934
83892	A0A024RBJ2
83892	Q9H3F6
83891	Q9H3E2
36602	A1Z9Q9
36603	Q4V6X9
146540	A0A024QZC7
146540	A8K8V0
83894	A0A140VK62
83894	E7EQ14
83894	G5E9Z5
83894	Q8NA56
83894	Q8TC83
83899	Q9BYQ4
830926	Q9LXB3
319160,97122	B2RTM0
319160,97122	P62806
80749	Q2WF71
818877	A0A178VTI1
818877	Q9SJH9
41635	Q9VFW8
41635	Q9VFW9
41634	Q9VFX0
41636	Q8INH5
41636	Q8INH6
41636	Q9VFW7
41633	Q9VFX1
823067	A0A178U5W1
823067	B9DHE0
823067	Q9LHB9
300923	A0A0G2KB27
41639	Q9VFW5
41638	Q9VFW6
8242	P41229
417541	F1NWH9
417541	Q5ZJ54
835526	Q9LK35
40321	Q9VP89
40321	X2JD62
40323	Q9VP87
40325	E1JI58
40325	Q9VP85
40326	Q9VP84
40327	E1JI59
40327	Q6U9V3
40327	Q7KTX2
40327	Q9VP80
29927	B3KME8
29927	B3KNF6
29927	P61619
29926	A0A024R482
29926	Q96IJ6
29925	Q9Y5P6
29924	A0A024R4S1
29924	Q9Y6I3
83765	Q540J3
83765	Q6IRL3
83765	Q9JK11
29922	A0A024R8Z7
29922	Q9Y5B8
83767	Q8R5H6
83766	Q99MR0
818827	O48533
818821	A0A178W2E8
818821	O48528
818829	A0A178VVH5
818829	A0A1P8AZV1
818829	Q66GR3
818828	O48534
175975	P53013
8290	Q16695
175977	Q8MYQ1
175976	P53016
8295	Q9Y4A5
175970	Q20936
175973	Q20939
175972	Q20938
316123	Q6AY96
256714	A0A0K1JRJ6
256714	A0A0K1JS24
256714	A0A0M4F6E1
256714	A0A0M4FLI9
256714	Q96T17
318878	Q8INU6
831769	Q9LZS3
831766	A0A178U8Z5
831766	A0A1P8BFY6
831766	A0A1P8BFZ8
831766	Q6R0G4
831765	Q9LZW4
318874	Q8IPW3
203562	A0A140VK58
203562	Q5JXX7
39020	Q9NHA8
2540124	O14330
174006	G5ED46
174006	H2KY57
174006	Q2L6X9
844228	A0A178W720
844228	O23654
844228	Q0WLF6
174000	Q21053
2542038	O13910
29660	O70150
398080	Q9YHY6
56449	Q68G78
56449	Q9JKB3
26894	Q9CZ04
398088	Q9YHB5
29663	G3V9N8
29663	P52303
56447	P61924
56447	Q542M2
1497087	Q77PU6
1497087	Q9QJ15
2540122	Q9Y7J0
2542037	O42855
26893	O88545
26893	Q3UIT2
7566	B3KXT5
7566	P17022
7567	P17023
7564	P17020
39028	Q9VSS2
44801	E1JHD6
44801	P92208
56442	A9CLV6
56442	Q9QZI8
29667	Q09167
22908	B4DVV3
22908	E9PGZ4
22908	Q9NTJ5
10129	A0A286YFA9
10129	Q5TBA9
7568	P17024
56443	Q9R0Q6
56440	Q6NZD2
56440	Q9WV80
2542032	O13911
825789	A0A1P8B6Z8
825789	F4JGE0
825789	Q9SYS3
841751	Q9MAI5
19329	P35292
19329	Q0PD39
292051	F1M8D3
3640140	O93803
117197	Q8VED2
19324	P62821
19324	Q0PD67
19325	P61027
19325	Q4FJL0
2539945	O43125
2539944	Q9P6I4
2539943	O60198
2539942	Q9UUE4
2539941	Q9P6R9
2539940	O42916
2543348	P41890
100137657	Q91646
9658	Q2YDX2
9658	Q92618
2539949	Q9P7W6
2539948	Q9P7W8
9659	A0A075B749
9659	A0A087WVF8
9659	A0A087WYE4
9659	A0A0A0MRM1
9659	Q5VU43
64807	Q9DG33
64806	Q9H293
69837	A0A0R4J141
69837	Q8R023
64803	Q9EPX4
64802	A0A024R4E1
64802	B1AN62
64802	Q9HAN9
64801	A0A024R3V6
64801	Q9H2C2
64800	Q5THR3
853473	P39522
844728	P56774
2543346	Q9P6L2
2543347	P0CU17
2543347	P0CU18
2543340	O94440
3890462	G1C2Z0
3890462	P92549
46187	Q9VRM3
836011	Q9FIL7
841627	A0A178W8B9
841627	A8MQE5
841627	Q9ZU25
2543342	Q9P7B3
822406	Q9LK91
56287	Q53YU7
56287	Q9NS71
43000	Q8IMU1
43000	Q9VBZ0
43002	Q9VBY8
43003	Q8IMT8
43003	Q9VBY7
43004	Q9VBY6
43005	Q9XZ53
43006	Q9VBY5
43007	E1JIW3
43007	Q9VBY4
43008	Q9VBY3
192054	Q22092
192056	G5EE02
192056	Q8I6Y9
2235	P22830
2235	Q7KZA3
843547	Q56Z59
2237	P39748
2237	Q6FHX6
5937	A0A0S2Z499
5937	A0A0S2Z4B3
5937	B4DN88
5937	P29558
5936	Q9BWF3
5935	A0A024QYX3
5935	P98179
5934	Q08999
5933	P28749
5932	A0A024RC34
5932	Q99708
5931	Q16576
5931	Q6FHQ0
5930	Q7Z6E9
2541990	Q9HE10
201514	B4DQS1
201514	F6W0P0
201514	Q8IVC4
5939	Q15434
201516	Q8NAM6
844790	A0A1B1W4S8
844790	P56757
401285	B9ZVM9
42799	P22816
42799	Q4V6U8
12023	O08686
55188	A0A024RBG9
55188	B7WPL0
55188	Q9NVN3
286262	Q4KMQ1
414157	Q5T681
832447	Q9FF98
832446	A0A1P8BC79
832446	A0A1P8BC87
832446	Q9FF99
3639009	A0A1D8PU28
117515	Q91Y81
832440	A0A178UBM7
832440	A0A1P8BFC2
832440	F4KEA0
832440	Q9FFA5
11666	P48410
148281	I6L9C3
148281	Q5T7P8
224	P51648
238871	A2RSH1
238871	A6XDA7
238871	A6XDB0
238871	B2KF84
238871	E9PVU7
238871	Q01063
223	B9EKV4
223	P49189
8617642	P13466
11669	A0A0G2JEU1
11669	P47738
11669	Q544B1
117512	Q62930
55182	Q5VTB9
221	A0A024R5D8
221	A0A024R5K0
221	A0A087X2D4
221	P43353
117510	Q6YNR8
91966	Q8TE69
811906	A0A144A2J9
811906	Q8ILC1
813809	Q8IDK4
64379	Q8BFT1
64379	Q9ER75
415202	Q6IQC6
108837	Q6ZPR6
64371	Q9Z0V6
64373	P62747
50905	Q543U7
50905	Q9JIP3
64375	Q9H2S9
64374	A0A0S2Z6B4
64374	Q9H173
64377	Q9H2A9
64376	Q9H5V7
42753	Q9VCN6
42752	Q8IHC3
42752	Q8IMZ2
42752	Q8IMZ3
42752	Q9VCN7
826848	Q9STH2
42750	Q9VCN9
46234	D8FT20
46234	M9NDE0
46234	Q8I0S6
46234	Q9NHN2
46234	Q9VPG4
46234	Q9VPG5
42756	Q9VCN3
190560	H2L2K9
190560	L8E6Z8
190560	Q9U1U0
42759	D1Z3A2
42759	Q24407
42758	Q9VCN1
2869918	A0A1U8QY91
2869918	Q5AWS8
850627	Q07834
850626	Q07843
850625	Q07844
850624	Q07845
850623	P32523
850621	Q07872
850620	P0CG63
838306	A0A178W2L8
838306	Q9LQI6
824579	Q9M392
850628	Q07830
495115	Q5XGY1
216618	Q8C6E0
841561	F4I9I0
841561	F4I9I1
841561	Q6DBN6
728833	Q6L9T8
12317	B2MWM9
12317	P14211
283971	Q8NCF0
12314,12315,12313	P0DP26
12314,12315,12313	P0DP27
12314,12315,12313	P0DP28
12313	Q3UKW2
176099	P34666
176097	P34662
54834	Q9NXN4
176095	A0A0K3AS04
176095	A0A0K3AUB7
176095	P34664
176094	P34339
176093	P17486
54830	A0A0S2Z5E8
54830	Q9H1M0
176091	P10038
54832	Q709C8
2540222	O59858
2540223	P25295
2540220	O74814
2540221	Q09150
2540226	Q96WW1
2540227	P87315
2540224	Q96WW2
851337	P54860
179246	H2KYN5
179246	O16466
179245	O16463
2540229	P87316
179243	H2KYN6
179243	H2KYN7
851334	Q12063
179240	O16454
368201	Q8AV71
851335	P11076
53438	Q9VSE6
53439	Q9VH07
494115	Q96E39
10224	Q9Y2A4
53435	Q9V3B6
53436	Q9W350
53437	D1Z367
53437	Q9VEX0
10220	A0A024RB20
10220	O95390
53431	A0A0B4K651
53431	A0A0B4KGQ2
53431	B7Z0U6
53431	Q9V3J6
53432	M9NDN7
53432	M9NF12
53432	M9PBA8
53432	Q9VK51
53432	X2JAA1
35387	Q9VIE9
49847	A0A0B4LGH5
49847	Q9V769
35384	Q9VIF2
80912	E9Q6M7
80912	Q3TQ21
80912	Q3TTW5
80912	Q80U78
818010	A0A178VVU4
818010	F4IHW4
818010	O64700
35385	G7H828
35385	Q9VIF1
2543551	Q09832
176548	P34708
149628	Q6K0P9
255374	A4D2B0
44835	Q9VYU8
176543	G5EGL5
176543	Q7YXC4
54780	Q9NXX6
112476	Q7Z6L0
54785	Q96GS4
176546	Q9U2D2
105988	P60330
58869	D3YYH0
58869	F8SLP5
58869	F8SLP6
58869	F8SLP7
58869	F8SLP8
58869	F8SLP9
58869	F8SLQ1
58869	F8SLQ3
58869	F8SLQ4
58869	F8SLQ5
58869	F8SLQ6
58869	Q8C437
44830	M9NDW3
44830	Q9VW47
115123	Q86UD3
819088	O80517
50202	A1ZBP6
827306	F4JH46
50206	A1ZB64
827000	Q9SVP6
50205	Q95RA0
814851	Q9SWH5
814851	W8PV36
50208	A1ZB62
50209	A0A0B4LGW9
50209	Q9V8G0
827305	F4JNE0
827305	O23463
66335	Q9Z1G3
595136	Q99LY9
18642	P47857
79180	A0A024QZ77
79180	Q96C19
79183	B2RA57
79183	Q9BTX7
79184	P46736
29800	Q8WTX9
79187	M0R366
79187	Q9BTV5
79188	A0A024R2F9
79188	Q9BTV4
64418	A0A024R716
64418	Q9H0V1
843811	A0A178W8C8
843811	B8XCH5
1644	A0A087WV24
1644	P20711
1644	Q53Y41
18643	P62962
18643	Q3U7V7
18643	Q5SX50
285193	Q4G0W2
5732	P43116
2541570	Q92354
2541573	Q9UTH9
2541572	O14045
2541575	Q10435
2541574	Q9UTA7
851289	P32768
851286	P35845
2541578	Q9UTB3
851284	P39552
851285	P80235
851282	P39551
851280	P39548
851281	P39549
533307	E1B953
18640	B2Z892
18640	B2Z893
18640	P70265
18640	Q6GTL7
18640	Q8CDS6
2539251	Q9P7K3
34451	Q9VKT8
34453	M9MRI4
175015	G5ED21
175015	G5EDG7
175012	O17626
175010	Q93701
844231	A0A178WC99
844231	Q56ZN6
34458	Q9VKT1
844233	A0A1P8AMZ9
844233	F4IDG2
844233	F4IDG3
446456	Q6AZV3
175018	Q9XWH0
843954	A0A178WD94
843954	Q9SGR3
73139	Q9CXS4
843956	Q9SGR1
843951	A0A178WGC3
843951	Q8LCY3
843950	A0A178WC69
843950	P42763
2539250	O74869
843959	Q6NPN9
197342	A4GXA9
93765	A2RTT4
93765	P61089
66591	Q9DCX1
66590	Q8C0C7
93760	A2BH40
93760	E9QAQ7
93761	Q6PGB8
93762	Q91ZW3
66599	Q9CQK3
443729	P10665
55072	Q96EP0
181520	Q93520
55070	A0A024RC56
55070	Q7L5Y6
55071	Q8IXQ3
51559	Q86UY8
181524	Q9XTG7
55074	Q8N573
55075	Q9BZF9
32857	Q9VWR5
32857	X2JG03
181528	Q93353
32855	P23647
32854	Q9VWR8
32853	Q9VWS0
51550	A0A024R6M9
51550	Q9BW66
32851	Q9VWS2
32850	Q494I2
32850	Q9VWS3
32850	X2JEA7
32850	X2JFP6
32850	X2JL40
225998	A0A0R4J1H4
225998	Q8R1B8
374354	Q7Z658
374354	Q8NBF2
2539415	Q9Y7S9
189736	Q9NET4
305227	B3GNI6
189730	Q8MYM0
3361360	Q9P7B0
189733	Q9NET8
35498	Q7K860
35496	Q7K4E0
35494	A0A0B4KF30
35494	A1Z6F4
35494	A1Z6F6
35494	B7YZT1
35494	Q7JQF6
2539416	O74549
35492	E2QC56
35492	Q7K4Q5
35490	A1Z6E8
35491	A0A0B4KEI0
35491	Q8T4H8
93492	Q6XPS3
23821	P56818
23821	Q8C4F4
23821	Q9CUU5
23825	O54962
815815	A0A178VNN2
815815	Q9SKF0
23827	A0A1B0GRV0
23827	D3Z0E6
23827	Q9Z0S1
65164	Q9QZK5
27111	Q9H190
27113	Q96PG8
27113	Q9BXH1
27115	A1E5M1
27115	Q9NP56
70928	Q80X56
181292	G5EEL0
181292	Q8I4H8
181292	Q9U3E2
181291	A0A0K3ASR7
181291	A0A0K3ASS4
181291	A0A0K3ATB0
181291	A0A0K3ATB5
181291	A0A0K3AVM0
181291	A0A0K3AVM4
181291	A0A0K3AWC2
181291	A0A0K3AWC6
181291	A0A0K3AYK2
181291	A0A0K3AYK6
181291	A0A0K3AYL0
181291	Q10656
830166	A0A178V1K0
830166	Q84MC9
41039	Q9VHM6
818510	A0A1P8B311
818510	Q6PV67
22196	P63280
22195	P68037
22195	Q561N4
22194	P52482
22194	Q541Z5
22193	P52483
22192	G5E919
22192	P61082
22190	P0CG50
853623	P47185
853620	P47182
853621	P47183
853626	P47187
853624	P35497
853625	P0CE00
853628	P36039
853629	P36040
5229	P53609
425619	Q5ZKC9
55696	Q9NW64
55697	Q08AM6
55695	Q96P11
55692	A8MYV2
55692	D3DU41
55692	Q1W6G4
55692	Q9NQ29
55693	Q6B0I6
55690	A0A024R5H6
55690	Q6VY07
55691	Q9NW91
55691	Q9P2Q2
55698	Q96JH8
55699	Q9NSE4
2539975	Q09747
5228	G3XA84
5228	P49763
5228	Q53XY6
5228	Q86TW6
2542170	Q10325
403011	Q6TGV6
2542172	O13754
2542173	O13799
2542174	O13768
2542175	Q10407
2542176	Q09685
2542177	O13805
2542178	O13766
2542179	Q10484
56527	Q7TQ97
56527	Q9R1L5
56526	Q9R1T4
56521	Q6IAH1
56521	Q9UKB3
56522	A1L349
56522	Q9WVP6
39948	A0A1B2AJ92
39948	Q9VVH3
836110	A0A178U8Q4
836110	F4JXD5
836110	Q9ZSK4
292156	Q6AYE2
57698	A0MZ66
836114	Q8W2D2
2543229	Q10253
2543228	O14209
39940	Q9VVG4
39940	V5P0Q7
2543226	O14210
57696	A0A024RBS0
57696	Q8NHQ9
39943	B7Z066
39943	Q95YI5
39944	Q9VVG9
2543222	P78972
57692	Q9HCI5
2543220	Q9C0Z4
32148	M9PGX9
32148	M9PJJ8
32148	Q76NS2
32148	Q9VYS8
29943	Q9ULC6
32141	Q9VYT5
32140	Q9VYT6
32143	Q9VYT3
32142	Q9VYT4
32145	Q9VYT1
32144	Q8IR85
32144	Q9VYT2
308392	B5DF70
308392	F1M6V8
32146	Q9VYT0
227634	A0A0A0MQE5
227634	A2AHC3
234023	Q3UL36
816545	Q9S714
816546	A0A178VY19
816546	F4IUG7
816546	Q8LBS4
816549	A0A178VTE9
816549	Q8RWW0
227638	Q3TMX7
26240	A0A024QZY3
26240	Q9Y247
827831	Q9SVG4
100328924	P00181
37932	Q9W140
26248	A0A0C4DFP3
26248	Q8NGT1
57348	Q9H313
33967	M9PC85
33967	Q9V3V0
57342	Q3UF75
57342	Q9EPC1
57343	E7EQD3
57343	M0QZ59
57343	Q2T9G7
57343	Q2T9G8
57343	Q9HCX3
57341	Q9HB97
57344	Q91WU5
854392	P38630
854391	Q12234
854390	Q12032
854397	Q99297
854396	Q12283
854395	Q12044
854394	P33894
37537	Q7JWQ7
37536	Q7KVL7
37536	Q9W277
854399	P20436
37534	Q9W279
37532	Q9W281
5406	P16233
190302	Q95XW5
79966	Q86SK9
79966	Q86UC8
2542795	O14301
2542796	O94450
2542790	O94449
2542791	O94539
79960	B4E2E2
79960	Q6IE81
2542793	O14239
84033	A6NGQ3
84033	Q5VST9
84034	Q9BXX0
2542799	Q09177
79968	A0A0C4DFX7
79968	Q9H967
79969	A0A1U9X797
79969	B7Z4Q7
79969	Q5SQI0
2173	A0A077H155
2173	O15540
2173	Q59HE4
2170	P05413
2171	E7DVW5
2171	Q01469
2176	A0A024R9N2
2176	A0A087WW44
2176	B4E3W2
2176	Q00597
2177	A0A024R2G2
2177	Q9BXW9
112405	Q91YE3
2175	O15360
4967	A0A140VJQ5
4967	B4E3E9
4967	E9PCR7
4967	E9PDF2
4967	Q02218
2178	Q9HB96
820723	Q84VW9
28018	Q78JW9
820722	Q93ZB6
28019	Q8C0D7
345643	D6RGH6
14048	F6YST4
14048	P97767
14048	Q6PAJ8
14048	Q8C9D0
14049	O08575
14049	Q3UR62
14049	Q3UV00
182179	O01460
283951	A0A0A8K8N9
283951	Q4G0I0
3265	P01112
3265	X5D945
3267	A0A0S2Z3Y3
3267	A0A0S2Z3Z1
3267	A0A0S2Z444
3267	A0A0S2Z462
3267	P52594
3266	Q7Z444
837646	A0A178WDR9
837646	O04086
3268	A4D2D6
3268	O95081
837642	O23694
837642	Q3EDE7
837643	A0A1P8APG9
837643	O23693
286676	Q86SU0
68572	Q8R035
297994	B0K019
29923	Q9Y5L2
2540781	O94690
56143	Q9Y5H7
440275	Q9P2K8
735079	A0A1L8F8H0
735079	Q569M3
106042	Q3U5C7
70779	E9Q707
70779	Q9CXE0
167359	A0A024R049
167359	Q8IY84
53841	B4DV98
53841	Q58EZ6
53841	Q9HBB8
185991	Q20577
3641370	A0A1D8PRB7
70772	D3Z3W4
70772	Q6K1E7
37393	Q9W2M4
37392	Q9W2M5
841942	A0A178W626
841942	Q9FZ32
32623	P45888
37397	A8E6K0
37397	Q7KVQ0
37395	Q9W2M0
37399	Q9W2L6
37398	Q9W2L7
37398	Q9W2L9
18211	Q3UFB7
38923	Q9VSG1
18213	A0A0A6YWF9
18213	A0A0A6YWL7
18213	Q3TNY3
18213	Q6VNS1
18212	A0A286YDA3
18212	P15209
18212	Q3UHE3
38713	Q9VRV0
38710	P91941
38922	Q9VSG0
38716	A8JNL9
38717	Q9VRV4
38714	M9PEB1
38714	M9PEH8
38714	Q9VRV1
2703399	F8REB8
2703399	P06485
38718	Q9VRV5
38719	Q9VRV6
22798	A4D0S4
22798	B4DTV7
22798	B7ZMJ6
22798	C9JMJ0
22798	O95127
34848	Q9V3A9
34848	X2J648
34848	X2J8F7
34846	Q9V3P9
34847	Q24423
34847	X2J9V3
34844	Q9VJS8
34845	Q9VJS7
34842	M9ND86
34842	P43248
172896	O45797
172895	G5EBP5
40122	Q4V6L8
40120	Q9VW02
40121	Q9VW03
40126	Q9VW08
837763	A0A178W8F7
837763	Q05085
40124	Q7JQV2
22794	O15234
83563	Q3V059
83563	Q99MX1
40128	Q9VW10
40129	M9PFP1
40129	P17971
10894	B2R672
10894	Q9Y5Y7
375298	Q49MI3
281439	F1N7D7
281439	O18738
147166	Q309B1
6886	P17542
6886	Q16509
6887	Q16559
6884	A0A024R089
6884	Q15543
6885	O43318
6882	Q15544
6883	Q16514
6880	Q16594
6881	Q12962
103135	Q8BGF7
103136	Q99LL5
6888	A0A140VK56
6888	P37837
