Entry,Entry name,,Protein families,Cross-reference (Pfam),Cross-reference (PIRSF),Organism,Organism ID
O94500,NDUV1_SCHPO,reviewed,Complex I 51 kDa subunit family,PF01512;PF10589;PF10531;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRL2,NEW1_SCHPO,reviewed,,PF00808;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRM6,NEW4_SCHPO,reviewed,,PF15370;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94660,NIT2_SCHPO,reviewed,"Carbon-nitrogen hydrolase superfamily, NIT1/NIT2 family",PF00795;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UT53,NMAH_SCHPO,reviewed,Eukaryotic NMN adenylyltransferase family,PF01467;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74557,NCB5R_SCHPO,reviewed,Flavoprotein pyridine nucleotide cytochrome reductase family,PF00970;PF00175;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74869,NIC1_SCHPO,reviewed,NiCoT transporter (TC 2.A.52) family,PF03824;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P36597,NMT1_SCHPO,reviewed,NMT1/THI5 family,PF09084;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94288,NOC3_SCHPO,reviewed,CBF/MAK21 family,PF03914;PF07540;,PIRSF028977;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0CF96,MZT1_SCHPO,reviewed,MOZART1 family,PF12554;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USY3,NAA35_SCHPO,reviewed,MAK10 family,PF04112;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P36587,NCPR_SCHPO,reviewed,NADPH--cytochrome P450 reductase family; Flavodoxin family; Flavoprotein pyridine nucleotide cytochrome reductase family,PF00667;PF00258;PF00175;,PIRSF000208;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14138,NDUF7_SCHPO,reviewed,NDUFAF7 family,PF02636;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10107,NEP1_SCHPO,reviewed,"Class IV-like SAM-binding methyltransferase superfamily, RNA methyltransferase NEP1 family",PF03587;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRP2,NEW15_SCHPO,reviewed,Bacterial ribosomal protein bL35 family,PF01632;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRT4,NEW25_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94404,NIF3_SCHPO,reviewed,GTP cyclohydrolase I type 2/NIF3 family,PF01784;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
C6Y4B6,NCE1_SCHPO,reviewed,NCE101 family,PF11654;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13961,NDC1_SCHPO,reviewed,NDC1 family,PF09531;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRK9,NEW13_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87159,NIF1_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94514,NOP56_SCHPO,reviewed,NOP5/NOP56 family,PF01798;PF08156;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7S7,NOP58_SCHPO,reviewed,NOP5/NOP56 family,PF01798;PF08156;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14310,NP106_SCHPO,reviewed,Nucleoporin interacting component (NIC) family,PF04097;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42975,NRDE2_SCHPO,reviewed,NRDE2 family,PF08424;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UU79,NSA2_SCHPO,reviewed,Eukaryotic ribosomal protein eS8 family,PF01201;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y7U4,NSE3_SCHPO,reviewed,,PF01454;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13691,NDUV2_SCHPO,reviewed,Complex I 24 kDa subunit family,,PIRSF000216;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRK8,NEW12_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRS2,NEW20_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UT28,NNT1_SCHPO,reviewed,"Class I-like SAM-binding methyltransferase superfamily, NNT1 family",PF10294;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87112,NOT1_SCHPO,reviewed,,PF16415;PF16418;PF16417;PF12842;PF04054;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRL5,NEW2_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q1MTQ9,NIP7_SCHPO,reviewed,NIP7 family,PF03657;,PIRSF017190;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7M5,NOP10_SCHPO,reviewed,NOP10 family,PF04135;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y7Z1,NOP16_SCHPO,reviewed,NOP16 family,PF09420;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87240,NOT2_SCHPO,reviewed,CNOT2/3/5 family,PF04153;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13870,NOT3_SCHPO,reviewed,CNOT2/3/5 family,PF04153;PF04065;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRN2,NEW9_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USU8,NGG1_SCHPO,reviewed,NGG1 family,PF10198;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74855,NLE1_SCHPO,reviewed,NLE1/RSA4 family,PF08154;PF00400;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09817,NMD3_SCHPO,reviewed,NMD3 family,PF04981;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14236,NOG2_SCHPO,reviewed,"TRAFAC class YlqF/YawG GTPase family, NOG2 subfamily",PF01926;PF08153;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y809,NAA25_SCHPO,reviewed,MDM20/NAA25 family,PF09797;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94330,NAGS_SCHPO,reviewed,Acetyltransferase family,PF04768;,PIRSF007892;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87115,NAT10_SCHPO,reviewed,"RNA cytidine acetyltransferase family, NAT10 subfamily",PF08351;PF13718;PF05127;PF13725;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P383,NCBP2_SCHPO,reviewed,RRM NCBP2 family,PF00076;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O43090,NDH2_SCHPO,reviewed,NADH dehydrogenase family,PF07992;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87057,NHP6_SCHPO,reviewed,NHP6 family,PF00505;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13741,NOP12_SCHPO,reviewed,RRM RBM34 family,PF00076;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13612,NEP2_SCHPO,reviewed,Peptidase C48 family,PF02902;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRS1,NEW14_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRT2,NEW22_SCHPO,reviewed,UPF0612 family,PF08593;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74351,NFS1_SCHPO,reviewed,"Class-V pyridoxal-phosphate-dependent aminotransferase family, NifS/IscS subfamily",PF00266;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O43051,NOP14_SCHPO,reviewed,NOP14 family,PF04147;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9C0X9,NPC2_SCHPO,reviewed,NPC2 family,PF02221;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9URX8,NG06_SCHPO,reviewed,Non-repetitive/WGA-negative nucleoporin family,PF03177;PF08801;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7H0,NHP2_SCHPO,reviewed,Eukaryotic ribosomal protein eL8 family,PF01248;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94347,NNRD_SCHPO,reviewed,NnrD/CARKD family,PF01256;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y7J0,NPY1_SCHPO,reviewed,"Nudix hydrolase family, NudC subfamily",PF00293;PF09296;PF09297;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42951,PABC_SCHPO,reviewed,Class-IV pyridoxal-phosphate-dependent aminotransferase family,PF01063;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P6M8,PABPX_SCHPO,reviewed,,PF00076;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10294,PAC2_SCHPO,reviewed,,PF09729;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09673,PANC_SCHPO,reviewed,Pantothenate synthetase family,PF02569;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P6J2,PCL1_SCHPO,reviewed,CCC1 family,PF01988;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P6N4,PEP5_SCHPO,reviewed,VPS11 family,PF00637;PF17122;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q92345,PDC2_SCHPO,reviewed,TPP enzyme family,PF02775;PF00205;PF02776;,PIRSF036565;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59747,PDF1_SCHPO,reviewed,Palmitoyl-protein thioesterase family; Dolichyldiphosphatase family,PF02089;PF01569;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74478,PGM3_SCHPO,reviewed,Phosphohexose mutase family,PF02878;PF02879;PF02880;PF00408;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9HDW1,PGPS1_SCHPO,reviewed,CDP-alcohol phosphatidyltransferase class-II family,PF13091;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74962,PANK_SCHPO,reviewed,Type II pantothenate kinase family,PF03630;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94472,PBN1_SCHPO,reviewed,PIGX family,PF08320;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P36599,PDE1_SCHPO,reviewed,CAMP phosphodiesterase class-II family,PF02112;,PIRSF000962;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09842,PDP3_SCHPO,reviewed,,PF00855;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14027,PDX1_SCHPO,reviewed,PdxS/SNZ family,PF01680;,PIRSF029271;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42958,PAT1_SCHPO,reviewed,PAT1 family,PF09770;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P36583,PCK2_SCHPO,reviewed,"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily",PF00130;PF02185;PF00069;PF00433;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13684,PCS1_SCHPO,reviewed,,PF12539;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P6N9,PER1_SCHPO,reviewed,PGAP3/PER1 family,PF04080;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94516,PEX16_SCHPO,reviewed,Peroxin-16 family,PF08610;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14345,PFA3_SCHPO,reviewed,"DHHC palmitoyltransferase family, PFA3 subfamily",PF01529;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10075,PCS_SCHPO,reviewed,Phytochelatin synthase family,PF05023;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P6P9,PDK_SCHPO,reviewed,PDK/BCKDK protein kinase family,PF10436;PF02518;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9C0Y5,PDR1_SCHPO,reviewed,"ABC transporter superfamily, ABCG family, PDR (TC 3.A.1.205) subfamily",PF01061;PF00005;PF06422;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q8TFG9,PFL2_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0CU05,PFL6_SCHPO,reviewed,Mam3/map4 family,PF10528;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q03392,PCNA_SCHPO,reviewed,PCNA family,PF02747;PF00705;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74975,PCY1_SCHPO,reviewed,Cytidylyltransferase family,PF01467;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59676,PDP1_SCHPO,reviewed,,PF00855;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94312,PDP2_SCHPO,reviewed,,PF00855;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10220,PCC1_SCHPO,reviewed,CTAG/PCC1 family,PF09341;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42826,PDH1_SCHPO,reviewed,,PF08551;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10057,PDI1_SCHPO,reviewed,Protein disulfide isomerase family,PF00085;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTQ1,PDX3_SCHPO,reviewed,Pyridoxamine 5'-phosphate oxidase family,PF10590;PF01243;,PIRSF000190;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UU83,PAL1_SCHPO,reviewed,Pal1 family,PF08316;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UST1,PAN3_SCHPO,reviewed,"Protein kinase superfamily, PAN3 family",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10295,PAP_SCHPO,reviewed,Poly(A) polymerase family,PF01909;PF04928;PF04926;,PIRSF018425;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P36582,PCK1_SCHPO,reviewed,"Protein kinase superfamily, AGC Ser/Thr protein kinase family, PKC subfamily",PF00130;PF00168;PF02185;PF00069;PF00433;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09926,PCR1_SCHPO,reviewed,BZIP family,PF00170;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P31317,OTC_SCHPO,reviewed,ATCase/OTCase family,PF00185;PF02729;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14300,OXA11_SCHPO,reviewed,OXA1/ALB3/YidC family,PF02096;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y7N4,OXDA_SCHPO,reviewed,DAMOX/DASOX family,PF01266;,PIRSF000189;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7P6,PDC3_SCHPO,reviewed,TPP enzyme family,PF02775;PF00205;PF02776;,PIRSF036565;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09737,PDC1_SCHPO,reviewed,TPP enzyme family,PF02775;PF00205;PF02776;,PIRSF036565;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9HFF5,PDS5_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10177,PDT1_SCHPO,reviewed,NRAMP family,PF01566;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UUK0,PDXH_SCHPO,reviewed,Pyridoxamine 5'-phosphate oxidase family,PF01243;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94651,PEP12_SCHPO,reviewed,Syntaxin family,PF05739;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60164,PESC_SCHPO,reviewed,Pescadillo family,PF16589;PF06732;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P78798,PEX7_SCHPO,reviewed,WD repeat peroxin-7 family,PF00400;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14334,PFD1_SCHPO,reviewed,Prefoldin subunit beta family,PF01920;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13298,PHD1_SCHPO,reviewed,"Histone deacetylase family, HD type 1 subfamily",PF00850;,PIRSF037913;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42873,PDC4_SCHPO,reviewed,TPP enzyme family,PF02775;PF00205;PF02776;,PIRSF036565;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13811,PDI2_SCHPO,reviewed,Protein disulfide isomerase family,PF07749;PF00085;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTD4,PFD4_SCHPO,reviewed,Prefoldin subunit beta family,PF01920;,PIRSF016477;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94479,PFF1_SCHPO,reviewed,Peptidase M28 family,PF04389;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9URU4,PFL5_SCHPO,reviewed,Mam3/map4 family,PF10182;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14361,PHA2_SCHPO,reviewed,PHA2 family,PF00800;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7H3,PHB1_SCHPO,reviewed,Prohibitin family,PF01145;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94550,PHB2_SCHPO,reviewed,Prohibitin family,PF01145;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09908,PHF2_SCHPO,reviewed,,PF00628;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13786,PEP7_SCHPO,reviewed,,PF01363;PF11464;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7Q2,PFL9_SCHPO,reviewed,Mam3/map4 family,PF11763;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60101,PGK_SCHPO,reviewed,Phosphoglycerate kinase family,PF00162;,PIRSF000724;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7Y3,PKR1_SCHPO,reviewed,PKR1 family,PF08636;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y7N6,PLB5_SCHPO,reviewed,Lysophospholipase family,PF01735;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74456,PEF1_SCHPO,reviewed,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UUF0,PEX10_SCHPO,reviewed,Pex2/pex10/pex12 family,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14136,PEX13_SCHPO,reviewed,Peroxin-13 family,PF04088;PF00018;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60065,PEX14_SCHPO,reviewed,Peroxin-14 family,PF04695;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13764,PEX6_SCHPO,reviewed,AAA ATPase family,PF00004;PF09336;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9C0W9,PFA5_SCHPO,reviewed,"DHHC palmitoyltransferase family, PFA5 subfamily",PF01529;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTC9,PFD2_SCHPO,reviewed,Prefoldin subunit beta family,PF01920;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14450,PFD6_SCHPO,reviewed,Prefoldin subunit beta family,PF01920;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTN4,PFS2_SCHPO,reviewed,,PF00400;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
C6Y4B3,PGA1_SCHPO,reviewed,,PF10333;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q8TFH8,PEX12_SCHPO,reviewed,Pex2/pex10/pex12 family,PF04757;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74941,PEX1_SCHPO,reviewed,AAA ATPase family,PF00004;PF09262;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59807,PEX32_SCHPO,reviewed,"PEX28-32 family, PEX32 subfamily",PF06398;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94325,PEX5_SCHPO,reviewed,Peroxisomal targeting signal receptor family,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42940,PHO88_SCHPO,reviewed,PHO88 family,PF10032;,PIRSF008756;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q1MTN3,PIC1_SCHPO,reviewed,INCENP family,PF03941;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0CU03,PLB7_SCHPO,reviewed,Lysophospholipase family,PF01735;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74925,PEP3_SCHPO,reviewed,VPS18 family,PF05131;PF10367;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87295,PEP5L_SCHPO,reviewed,,PF17122;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10333,PEX11_SCHPO,reviewed,Peroxin-11 family,PF05648;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P6S6,PGA2_SCHPO,reviewed,PGA2 family,PF07543;,PIRSF022909;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P32434,PGTB1_SCHPO,reviewed,Protein prenyltransferase subunit beta family,PF00432;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P46960,PGTB2_SCHPO,reviewed,Protein prenyltransferase subunit beta family,PF00432;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10328,PHX1_SCHPO,reviewed,,PF00046;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94307,PFD5_SCHPO,reviewed,Prefoldin subunit alpha family,PF02996;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42938,PFKA_SCHPO,reviewed,"Phosphofructokinase type A (PFKA) family, ATP-dependent PFK group I subfamily, Eukaryotic two domain clade ""E"" sub-subfamily",PF00365;,PIRSF000533;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q7Z9I1,PFL4_SCHPO,reviewed,Mam3/map4 family,PF10528;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P5N1,PFL7_SCHPO,reviewed,Mam3/map4 family,PF11763;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74770,PHK_SCHPO,reviewed,XFP family,PF03894;PF09363;PF09364;,PIRSF017245;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13883,PIGU_SCHPO,reviewed,PIGU family,PF06728;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14128,PIL2_SCHPO,reviewed,,PF13805;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9URZ1,PIMT_SCHPO,reviewed,"Methyltransferase superfamily, L-isoaspartyl/D-aspartyl protein methyltransferase family",,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42658,PHS_SCHPO,reviewed,Pterin-4-alpha-carbinolamine dehydratase family,PF01329;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10351,PIGS_SCHPO,reviewed,PIGS family,PF10510;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14132,PIT1_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09706,PLD1_SCHPO,reviewed,Phospholipase D family,PF00614;PF00787;,PIRSF009376;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74827,PLMT_SCHPO,reviewed,"Class VI-like SAM-binding methyltransferase superfamily, PEMT/PEM2 methyltransferase family",PF04191;,PIRSF005444;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P28876,PMA2_SCHPO,reviewed,"Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIIA subfamily",PF00690;PF00122;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10415,PMIP_SCHPO,reviewed,Peptidase M3 family,PF01432;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P54280,PMS1_SCHPO,reviewed,DNA mismatch repair MutL/HexB family,PF01119;PF08676;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13898,PMT1_SCHPO,reviewed,Glycosyltransferase 39 family,PF02815;PF02366;PF16192;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
